*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=ttcc
*Date=19:00:23
*CreatedBy=Fritzing 0.9.6b..
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
193;;300 mil [THT];55.6514;-198.422;0;Bottom;D23
194;;300 mil [THT];274.599;-141.272;0;Bottom;D66
195;;300 mil [THT];217.449;-141.272;0;Bottom;D65
196;;;150.861;-55.3374;0;Bottom;MX185
197;;;179.418;-207.746;0;Bottom;MX61
198;;;313.625;-198.597;-90;Bottom;IMG3
199;;;37.3858;-65.2475;-90;Bottom;IMG3
200;;300 mil [THT];179.349;-84.122;0;Bottom;D108
201;;;112.754;-55.3474;0;Bottom;MX181
202;;;236.6;-112.511;0;Bottom;MX142
203;;300 mil [THT];74.7014;-198.422;0;Bottom;D21
204;;;274.665;-150.611;0;Bottom;MX97
205;;;150.861;-17.2488;0;Bottom;MX217
206;;;44.8181;-115.154;0;Bottom;Hole84
207;;;236.585;-188.692;0;Bottom;MX78
208;;;312.75;-65.017;0;Bottom;MX238
209;;;93.6888;-93.4578;0;Bottom;MX159
210;;300 mil [THT];217.449;-198.422;0;Bottom;D22
211;;;25.7681;-210.404;0;Bottom;Hole68
212;;;274.665;-188.696;0;Bottom;MX65
213;;;150.861;-207.749;0;Bottom;MX55
214;;;237.444;-65.2475;-90;Bottom;IMG3
215;;;236.585;-17.2607;0;Bottom;MX222
216;;;29.5772;-38.954;0;Bottom;Hole90
217;;;112.754;-17.2588;0;Bottom;MX213
218;;;293.742;-112.515;0;Bottom;MX131
219;;;150.861;-131.549;0;Bottom;MX121
220;;;132.699;-122.424;-90;Bottom;TXT2
221;;;121.638;-65.2978;0;Bottom;Via25
222;;;166.906;-41.6903;0;Bottom;Via19
223;;;218.356;-65.2475;-90;Bottom;IMG3
224;;;36.5577;-103.117;0;Bottom;MX228
225;;;263.86;-77.054;0;Bottom;Hole112
226;;;36.5444;-169.645;0;Bottom;MX80
227;;;267.669;-53.3473;0;Bottom;Hole115
228;;;131.792;-188.689;0;Bottom;MX66
229;;;316.512;-57.6778;0;Bottom;Via26
230;;;293.728;-131.565;0;Bottom;MX115
231;;;188.976;-103.426;0;Bottom;Via20
232;;;198.486;-169.664;0;Bottom;MX88
233;;;168.374;-79.7903;0;Bottom;Via17
234;;300 mil [THT];236.499;-179.372;0;Bottom;D42
235;;300 mil [THT];198.399;-198.422;0;Bottom;D28
236;;;150.861;-93.4488;0;Bottom;MX153
237;;300 mil [THT];293.649;-179.372;0;Bottom;D38
238;;;179.418;-93.4461;0;Bottom;MX155
239;;;312.773;-17.2556;0;Bottom;MX218
240;;;93.6888;-74.4172;0;Bottom;MX175
241;;300 mil [THT];274.599;-84.122;0;Bottom;D104
242;;;294.528;-65.2475;-90;Bottom;IMG3
243;;;293.7;-65.017;0;Bottom;MX237
244;;;112.754;-188.69;0;Bottom;MX69
245;;;229.635;-53.3473;0;Bottom;Hole107
246;;;217.53;-188.677;0;Bottom;MX71
247;;;274.665;-207.766;0;Bottom;MX63
248;;;65.024;-130.858;0;Bottom;Via4
249;;;198.486;-131.563;0;Bottom;MX120
250;;300 mil [THT];312.699;-160.322;0;Bottom;D47
251;;;103.105;-130.867;0;Bottom;Via6
252;;300 mil [THT];131.851;-84.122;0;Bottom;D92
253;;;198.486;-93.4626;0;Bottom;MX152
254;;;112.768;-112.509;0;Bottom;MX133
255;;;4.064;-4.112;0;Bottom;Hole127
256;;;179.418;-74.4055;0;Bottom;MX171
257;;;217.53;-131.546;0;Bottom;MX119
258;;;29.5772;-186.697;0;Bottom;Hole71
259;;300 mil [THT];312.699;-84.122;0;Bottom;D106
260;;300 mil [THT];36.6014;-141.272;0;Bottom;D76
261;;;169.898;-84.122;0;Bottom;Via2
262;;;293.728;-169.666;0;Bottom;MX83
263;;300 mil [THT];55.6514;-46.022;0;Bottom;D96
264;;;155.597;-122.932;-90;Bottom;TXT2
265;;;179.418;-188.677;0;Bottom;MX75
266;;300 mil [THT];198.399;-141.272;0;Bottom;D71
267;;300 mil [THT];93.7514;-46.022;0;Bottom;D97
268;;;255.623;-36.3239;0;Bottom;MX196
269;;;112.754;-36.3182;0;Bottom;MX197
270;;;36.5577;-198.367;0;Bottom;MX225
271;;300 mil [THT];179.349;-217.472;0;Bottom;D14
272;;300 mil [THT];55.6514;-217.472;0;Bottom;D3
273;;;24.13;-221.401;0;Bottom;TXT6
274;;300 mil [THT];150.901;-198.422;0;Bottom;D17
275;;;302.007;-210.404;0;Bottom;Hole76
276;;;236.586;-207.761;0;Bottom;MX60
277;;;36.5444;-131.544;0;Bottom;MX112
278;;;55.5952;-131.563;0;Bottom;MX125
279;;;293.728;-17.2646;0;Bottom;MX211
280;;300 mil [THT];236.499;-84.122;0;Bottom;D102
281;;300 mil [THT];179.349;-141.272;0;Bottom;D64
282;;;236.585;-36.3201;0;Bottom;MX206
283;;;179.418;-150.592;0;Bottom;MX107
284;;;165.1;-175.035;0;Bottom;Via11
285;;;255.623;-188.695;0;Bottom;MX68
286;;300 mil [THT];312.699;-122.222;0;Bottom;D85
287;;;248.619;-77.054;0;Bottom;Hole110
288;;300 mil [THT];93.7514;-217.472;0;Bottom;D6
289;;;17.5071;-17.2629;0;Bottom;MX220
290;;;74.6512;-150.6;0;Bottom;MX102
291;;;55.5952;-150.609;0;Bottom;MX109
292;;;305.769;-53.3473;0;Bottom;Hole123
293;;;321.057;-186.697;0;Bottom;Hole81
294;;;130.177;-102.662;-90;Bottom;TXT2
295;;;140.342;-102.664;-90;Bottom;TXT2
296;;300 mil [THT];17.5514;-26.972;0;Bottom;D98
297;;;17.5071;-93.4629;0;Bottom;MX156
298;;300 mil [THT];179.349;-46.022;0;Bottom;D109
299;;;137.802;-102.664;-90;Bottom;TXT2
300;;;112.754;-93.4588;0;Bottom;MX149
301;;;255.623;-207.765;0;Bottom;MX62
302;;300 mil [THT];274.599;-217.472;0;Bottom;D12
303;;;312.773;-93.4556;0;Bottom;MX154
304;;;17.5077;-198.367;0;Bottom;MX224
305;;;135.262;-102.664;-90;Bottom;TXT2
306;;;165.166;-112.819;0;Bottom;IMG1
307;;;10.5272;-210.404;0;Bottom;Hole66
308;;;127.625;-122.394;-90;Bottom;TXT2
309;;;274.697;-103.117;0;Bottom;MX232
310;;;55.5952;-74.4224;0;Bottom;MX173
311;;;150.502;-102.664;-90;Bottom;TXT2
312;;;293.728;-93.4646;0;Bottom;MX147
313;;300 mil [THT];17.5514;-65.072;0;Bottom;D90
314;;;256.447;-103.347;-90;Bottom;IMG3
315;;;147.939;-122.424;-90;Bottom;TXT2
316;;;165.1;-221.536;0;Bottom;Hole130
317;;;17.5071;-55.3514;0;Bottom;MX188
318;;;321.01;-53.3473;0;Bottom;Hole125
319;;300 mil [THT];93.7514;-122.222;0;Bottom;D77
320;;;37.3858;-103.347;-90;Bottom;IMG3
321;;;153.057;-122.932;-90;Bottom;TXT2
322;;;158.137;-122.932;-90;Bottom;TXT2
323;;;140.319;-122.424;-90;Bottom;TXT2
324;;300 mil [THT];17.5514;-103.172;0;Bottom;D81
325;;300 mil [THT];236.499;-141.272;0;Bottom;D74
326;;;236.585;-150.606;0;Bottom;MX110
327;;;44.8181;-15.2473;0;Bottom;Hole93
328;;;248.638;-91.4473;0;Bottom;Hole95
329;;;165.1;-126.54;0;Bottom;Via14
330;;;326.136;-112.824;0;Bottom;Hole133
331;;;131.792;-36.3172;0;Bottom;MX194
332;;;93.6888;-17.2578;0;Bottom;MX223
333;;;236.585;-93.4607;0;Bottom;MX158
334;;300 mil [THT];112.801;-141.272;0;Bottom;D68
335;;;127.625;-102.681;-90;Bottom;TXT2
336;;300 mil [THT];255.549;-179.372;0;Bottom;D37
337;;;312.773;-169.657;0;Bottom;MX90
338;;;198.486;-188.694;0;Bottom;MX72
339;;;279.4;-4.43185;0;Bottom;TXT5
340;;;305.816;-186.697;0;Bottom;Hole79
341;;300 mil [THT];293.649;-122.222;0;Bottom;D86
342;;THT;141.391;-105.15;-90;Bottom;J16
343;;300 mil [THT];255.549;-122.222;0;Bottom;D82
344;;;29.5772;-15.2473;0;Bottom;Hole91
345;;300 mil [THT];93.7514;-141.272;0;Bottom;D61
346;;;74.6512;-93.4539;0;Bottom;MX150
347;;300 mil [THT];236.499;-217.472;0;Bottom;D9
348;;;282.91;-53.3473;0;Bottom;Hole117
349;;;163.83;-128.572;0;Bottom;Via13
350;;;165.1;-4.112;0;Bottom;Hole131
351;;;150.861;-150.595;0;Bottom;MX105
352;;300 mil [THT];312.699;-179.372;0;Bottom;D31
353;;;17.5071;-131.563;0;Bottom;MX124
354;;;294.575;-198.597;-90;Bottom;IMG3
355;;;244.876;-53.3473;0;Bottom;Hole109
356;;300 mil [THT];17.5514;-84.122;0;Bottom;D94
357;;;36.5577;-26.917;0;Bottom;MX230
358;;300 mil [THT];74.7014;-217.472;0;Bottom;D4
359;;;84.1022;-130.867;0;Bottom;Via5
360;;;130.181;-122.394;-90;Bottom;TXT2
361;;300 mil [THT];293.649;-217.472;0;Bottom;D13
362;;;293.728;-150.61;0;Bottom;MX99
363;;;301.96;-53.3473;0;Bottom;Hole121
364;;;10.5272;-186.697;0;Bottom;Hole67
365;;300 mil [THT];93.7514;-160.322;0;Bottom;D45
366;;;55.6094;-112.513;0;Bottom;MX141
367;;;74.6512;-36.3134;0;Bottom;MX198
368;;;29.5772;-53.3473;0;Bottom;Hole87
369;;300 mil [THT];293.649;-141.272;0;Bottom;D70
370;;300 mil [THT];36.6014;-160.322;0;Bottom;D60
371;;;25.7681;-186.697;0;Bottom;Hole69
372;;;55.5952;-169.664;0;Bottom;MX93
373;;;274.665;-36.3249;0;Bottom;MX193
374;;;29.5772;-77.054;0;Bottom;Hole86
375;;300 mil [THT];255.549;-198.422;0;Bottom;D19
376;;;165.1;-112.824;0;Bottom;Hole134
377;;300 mil [THT];293.649;-46.022;0;Bottom;D115
378;;300 mil [THT];36.6014;-217.472;0;Bottom;D2
379;;300 mil [THT];131.851;-179.372;0;Bottom;D41
380;;THT;141.365;-120.392;-90;Bottom;J17
381;;300 mil [THT];255.549;-84.122;0;Bottom;D103
382;;;44.8181;-53.3473;0;Bottom;Hole89
383;;;274.665;-17.2655;0;Bottom;MX209
384;;;74.6512;-207.754;0;Bottom;MX51
385;;;275.525;-103.347;-90;Bottom;IMG3
386;;300 mil [THT];131.851;-141.272;0;Bottom;D73
387;;;236.585;-169.662;0;Bottom;MX94
388;;;74.6512;-74.4134;0;Bottom;MX166
389;;;313.578;-65.2475;-90;Bottom;IMG3
390;;;255.623;-150.61;0;Bottom;MX100
391;;;18.3358;-198.597;-90;Bottom;IMG3
392;;300 mil [THT];131.851;-217.472;0;Bottom;D7
393;;;55.5952;-188.694;0;Bottom;MX77
394;;300 mil [THT];17.5514;-122.222;0;Bottom;D80
395;;;150.479;-122.424;-90;Bottom;TXT2
396;;300 mil [THT];236.499;-198.422;0;Bottom;D18
397;;;263.879;-115.154;0;Bottom;Hole96
398;;300 mil [THT];55.6514;-141.272;0;Bottom;D62
399;;;139.192;-90.218;0;Bottom;Via31
400;;;44.8181;-38.954;0;Bottom;Hole92
401;;300 mil [THT];198.399;-217.472;0;Bottom;D11
402;;300 mil [THT];217.449;-217.472;0;Bottom;D16
403;;300 mil [THT];93.7514;-84.122;0;Bottom;D93
404;;;255.623;-131.564;0;Bottom;MX116
405;;;198.486;-207.763;0;Bottom;MX57
406;;300 mil [THT];36.6014;-84.122;0;Bottom;D95
407;;;55.5953;-207.763;0;Bottom;MX50
408;;;150.861;-36.3082;0;Bottom;MX201
409;;300 mil [THT];150.901;-179.372;0;Bottom;D43
410;;;293.747;-198.367;0;Bottom;MX226
411;;300 mil [THT];17.5514;-160.322;0;Bottom;D56
412;;;255.619;-103.117;0;Bottom;MX231
413;;;112.754;-169.66;0;Bottom;MX85
414;;300 mil [THT];112.801;-217.472;0;Bottom;D5
415;;300 mil [THT];36.6014;-46.022;0;Bottom;D99
416;;300 mil [THT];131.851;-198.422;0;Bottom;D26
417;;;36.5577;-65.017;0;Bottom;MX229
418;;;55.5952;-93.4629;0;Bottom;MX157
419;;;29.5772;-115.154;0;Bottom;Hole82
420;;300 mil [THT];93.7514;-179.372;0;Bottom;D29
421;;;125.092;-102.695;-90;Bottom;TXT3
422;;;301.272;-60.9939;0;Bottom;Via27
